Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Aerobisk Training Effect,Medellöpkadens,Maximal löpkadens,Medeltempo,Bästa tempo,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Medelkontakttidsbalans,Training Stress Score®,Steg,Minsta temperatur,Dekompression,Bästa varvtid,Antal varv,Maximal temperatur,Genomsnittlig andning,Minsta andningshastighet,Maximal andningshastighet,Färdtid,Total tid,Min. höjd,Max. höjd
Löpning,2025-05-01 09:27:53,false,"Kungälv - Sprint","11.20","823","01:00:19","130","160","3.1","154","228","5:23","1:47","90","96","1.21","--","--","--","--","0.0","9,292","21.0","Nej","00:00:10","23","28.0","--","--","--","00:58:38","01:00:19","7","43"
Löpning,2025-04-30 12:01:41,false,"Kungälv - Bas","7.56","545","00:36:21","136","148","3.2","160","178","4:48","3:44","65","63","1.30","--","--","--","--","0.0","5,786","24.0","Nej","00:02:46.7","8","28.0","--","--","--","00:36:18","00:36:21","6","42"
Löpning,2025-04-28 16:09:45,false,"Kungälv - 60 min löppning","13.08","936","01:00:00","141","169","4.2","163","179","4:35","3:25","125","132","1.34","--","--","--","--","0.0","9,734","22.0","Nej","00:02:00","14","25.0","--","--","--","00:59:54","01:00:00","2","84"
Löpning,2025-04-28 12:01:22,false,"Kungälv - Bas","7.56","539","00:36:48","133","148","3.1","157","170","4:52","4:08","67","74","1.31","--","--","--","--","0.0","5,792","19.0","Nej","00:02:45.2","8","28.0","--","--","--","00:36:02","00:36:48","7","46"
Löpning,2025-04-27 08:15:46,false,"Kungälv Löpning","21.00","1,496","01:35:27","144","171","5.0","162","186","4:33","3:33","139","145","1.36","--","--","--","--","0.0","15,458","18.0","Nej","00:03:50.0","21","27.0","--","--","--","01:33:58","01:35:27","-2","36"
Löpning,2025-04-24 12:01:09,false,"Kungälv - Bas","7.60","566","00:38:18","138","151","3.2","155","169","5:02","4:24","57","68","1.28","--","--","--","--","0.0","5,982","20.0","Nej","00:02:56.5","8","28.0","--","--","--","00:36:51","00:38:18","-4","31"
Löpning,2025-04-23 18:08:37,false,"Kungälv Löpning","13.28","1,081","01:17:24","139","174","3.7","145","194","5:50","3:34","362","337","1.18","--","--","--","--","0.0","11,424","17.0","Nej","00:00:25.7","32","21.0","--","--","--","01:11:56","01:17:24","5","59"
Löpning,2025-04-20 09:05:52,false,"Kungälv Löpning","20.80","1,537","01:31:50","152","180","5.0","167","180","4:25","3:32","151","155","1.36","--","--","--","--","0.0","15,268","12.0","Nej","00:03:16.4","21","17.0","25","25","25","01:31:40","01:31:50","-2","31"
Löpning,2025-04-19 08:44:37,false,"Kungälv Löpning","18.91","1,406","02:23:52","109","152","3.1","132","205","7:37","4:53","380","377","0.99","--","--","--","--","0.0","19,864","18.0","Nej","00:05:06.5","19","29.0","--","--","--","02:10:32","02:23:52","4","73"
Löpning,2025-04-17 11:57:20,false,"Kungälv Löpning","7.57","572","00:41:21","132","149","3.0","148","234","5:28","4:00","56","71","1.24","--","--","--","--","0.0","6,126","27.0","Nej","00:02:50.8","8","31.0","--","--","--","00:38:43","00:41:21","5","41"
Löpning,2025-04-16 18:20:29,false,"Kungälv - Intervall 8 x 3 min","10.46","821","00:59:48","140","178","3.9","128","250","5:43","3:10","99","104","1.29","--","--","--","--","0.0","7,964","21.0","Nej","00:00:12.5","21","25.0","--","--","--","00:49:55","00:59:48","43","70"
Löpning,2025-04-15 12:00:59,false,"Kungälv - Bas","5.93","452","00:30:20","135","148","3.0","158","198","5:07","4:29","46","52","1.24","--","--","--","--","0.0","4,794","24.0","Nej","00:04:37.9","6","29.0","--","--","--","00:30:15","00:30:20","11","41"
Löpning,2025-04-14 18:16:04,false,"Kungälv Löpning","10.65","780","00:57:17","132","168","3.7","146","194","5:23","2:46","143","134","1.25","--","--","--","--","0.0","8,490","16.0","Nej","00:02:59.7","10","26.0","--","--","--","00:54:25","00:57:17","40","75"
Löpning,2025-04-13 17:00:53,false,"Kungälv Löpning","21.66","1,605","01:51:39","135","177","4.6","153","244","5:09","3:31","168","173","1.27","--","--","--","--","0.0","16,994","17.0","Nej","00:03:48.4","22","25.0","--","--","--","01:47:59","01:51:39","-3","36"
Löpning,2025-04-11 11:58:42,false,"Kungälv - Återhämtning","5.93","441","00:31:06","128","148","2.7","158","177","5:15","4:31","54","144","1.20","--","--","--","--","0.0","4,926","21.0","Nej","00:01:05.9","7","29.0","--","--","--","00:31:00","00:31:06","10","46"
Löpning,2025-04-10 12:05:26,false,"Kungälv Löpning","5.90","435","00:30:31","131","156","2.8","159","174","5:10","4:16","85","69","1.21","--","--","--","--","0.0","4,862","16.0","Nej","00:04:38.5","6","29.0","--","--","--","00:30:22","00:30:31","7","49"
Löpning,2025-04-09 18:14:32,false,"Kungälv Löpning","9.97","761","00:57:34","131","180","3.8","142","250","5:47","2:59","100","97","1.19","--","--","--","--","0.0","8,514","17.0","Nej","00:02:00.5","12","26.0","--","--","--","00:53:19","00:57:34","43","72"
Löpning,2025-04-08 11:57:37,false,"Kungälv - Bas","5.95","453","00:31:01","135","149","3.0","159","177","5:13","4:27","158","56","1.21","--","--","--","--","0.0","4,936","18.0","Nej","00:04:52.2","6","27.0","--","--","--","00:30:54","00:31:01","9","45"
Löpning,2025-04-07 18:16:31,false,"Kungälv Löpning","10.58","829","01:08:16","125","167","3.0","149","176","6:27","3:31","251","255","1.04","--","--","--","--","0.0","10,296","16.0","Nej","00:03:22.2","11","26.0","--","--","--","01:05:31","01:08:16","7","78"
Löpning,2025-04-07 12:03:37,false,"Kungälv - Bas","5.95","458","00:30:36","137","149","3.0","158","176","5:09","4:22","132","54","1.23","--","--","--","--","0.0","4,860","18.0","Nej","00:04:45.6","6","29.0","--","--","--","00:30:35","00:30:36","11","46"
Löpning,2025-03-29 08:44:31,false,"Kungälv Löpning","23.34","1,746","02:07:23","130","179","5.0","153","178","5:27","3:33","262","214","1.19","--","--","--","--","0.0","19,546","14.0","Nej","00:02:00.7","24","28.0","--","--","--","02:01:10","02:07:23","7","82"
Löpning,2025-03-28 11:50:42,false,"Kungälv Löpning","5.77","413","00:29:20","128","143","2.7","160","188","5:05","4:35","64","40","1.23","--","--","--","--","0.0","4,684","18.0","Nej","00:03:58.0","6","28.0","--","--","--","00:29:04","00:29:20","12","41"
Löpning,2025-03-26 18:02:32,false,"Kungälv - Bas","8.10","617","00:53:07","118","151","2.8","134","173","6:33","4:23","172","139","1.13","--","--","--","--","0.0","7,294","15.0","Nej","00:01:55.8","9","29.0","--","--","--","00:46:43","00:53:07","8","73"
Löpning,2025-03-25 18:41:00,false,"Kungälv Löpning","1.16","144","00:13:50","113","151","1.5","82","171","11:55","3:38","26","6","1.02","--","--","--","--","0.0","1,258","17.0","Nej","00:00:58.0","2","22.0","--","--","--","00:07:43","00:13:50","14","41"
Löpning,2025-03-25 18:00:00,false,"Kungälv Löpning","10.00","698","00:37:02","166","173","5.0","169","176","3:42","3:13","46","46","1.63","--","--","--","--","0.0","6,226","13.0","Nej","00:00:46.9","11","17.0","--","--","--","00:36:54","00:37:02","18","25"
Löpning,2025-03-25 17:21:17,false,"Kungälv Löpning","4.30","364","00:31:08","116","151","2.4","115","185","7:14","3:00","14","33","1.20","--","--","--","--","0.0","3,814","13.0","Nej","00:04:23.3","5","29.0","--","--","--","00:23:06","00:37:50","17","42"
Löpning,2025-03-24 18:03:10,false,"Kungälv Löpning","15.68","1,193","01:26:14","128","167","4.3","145","212","5:30","3:18","141","140","1.23","--","--","--","--","0.0","12,586","11.0","Nej","00:01:00.2","19","27.0","--","--","--","01:17:15","01:26:14","4","43"
Löpning,2025-03-22 15:59:43,false,"Kungälv Löpning","20.14","1,482","01:41:25","137","170","4.2","159","170","5:02","3:38","180","196","1.25","--","--","--","--","0.0","16,060","18.0","Nej","00:00:49.7","21","29.0","--","--","--","01:41:19","01:41:26","6","93"
Löpning,2025-03-19 18:06:39,false,"Kungälv - Musses intervall","12.00","938","01:08:54","131","171","3.7","134","196","5:44","3:01","86","78","1.23","--","--","--","--","0.0","9,454","10.0","Nej","00:01:00","23","29.0","--","--","--","00:59:50","01:08:54","-15","22"
Löpning,2025-03-18 17:30:26,false,"Kungälv Löpning","13.62","1,017","01:08:10","140","180","4.5","145","189","5:00","3:06","94","78","1.33","--","--","--","--","0.0","10,108","13.0","Nej","00:00:27.1","25","28.0","--","--","--","01:03:26","01:08:20","23","53"
Löpning,2025-03-17 20:35:15,false,"Kungälv - Tröskel 3 x 8 min","1.25","581","00:50:09","129","153","3.0","153","165","40:10","5:54","35","16","0.16","--","--","--","--","0.0","7,696","28.0","Nej","00:03:00","8","30.0","--","--","--","00:42:37","00:50:09","-29","-9"
Löpning,2025-03-15 09:01:51,false,"Kungälv Löpning","18.64","1,444","02:06:20","122","156","3.3","145","177","6:47","4:56","348","346","1.01","--","--","--","--","0.0","18,592","9.0","Nej","00:04:01.4","19","21.0","--","--","--","02:00:13","02:06:20","9","96"
Löpning,2025-03-14 12:01:41,false,"Kungälv Löpning","6.35","472","00:32:06","134","150","3.0","159","183","5:03","3:48","26","26","1.25","--","--","--","--","0.0","5,096","12.0","Nej","00:01:51.7","7","28.0","--","--","--","00:31:51","00:32:06","-78","-65"
Löpning,2025-03-13 12:01:32,false,"Löpning","4.79","416","00:28:02","137","151","3.0","157","165","5:51","3:49","32","25","1.09","--","--","--","--","0.0","4,430","9.0","Nej","00:04:40.8","5","28.0","--","--","--","00:27:37","00:28:02","-21","-1"
Löpband,2025-03-12 18:20:24,false,"Löpband","4.88","301","00:27:13","120","143","2.1","153","170","5:34","4:30","--","--","1.18","--","--","--","--","0.0","4,114","24.0","Nej","00:05:00.6","5","28.0","--","--","--","00:27:03","00:27:13","--","--"
Löpning,2025-03-11 17:31:51,false,"Kungälv Löpning","11.49","901","01:03:37","139","177","3.9","141","181","5:32","3:20","68","71","1.23","--","--","--","--","0.0","9,076","7.0","Nej","00:00:22.1","28","28.0","--","--","--","01:00:13","01:04:34","24","53"
Löpning,2025-03-11 12:04:53,false,"Kungälv - Återhämtning","5.75","433","00:30:24","128","145","2.8","158","166","5:17","4:29","64","36","1.20","--","--","--","--","0.0","4,776","10.0","Nej","00:01:34.9","7","27.0","--","--","--","00:30:00","00:30:24","16","46"
Löpning,2025-03-10 18:10:49,false,"Kungälv Löpning","12.77","998","01:10:13","136","161","4.1","149","171","5:30","3:33","182","133","1.21","--","--","--","--","0.0","10,608","14.0","Nej","00:01:25.2","14","29.0","--","--","--","01:05:41","01:10:13","-11","51"
Löpning,2025-03-10 12:01:49,false,"Kungälv - Bas","5.72","428","00:30:46","132","151","3.0","146","167","5:23","4:19","19","69","1.27","--","--","--","--","0.0","4,514","21.0","Nej","00:03:21.9","6","28.0","--","--","--","00:27:58","00:30:46","-61","-4"
Löpning,2025-03-01 08:10:04,false,"Kungälv Löpning","29.53","2,405","03:03:11","137","171","4.5","148","167","6:12","4:36","243","276","1.09","--","--","--","--","0.0","27,242","5.0","Nej","00:03:11.4","30","28.0","--","--","--","02:51:07","03:03:11","1","84"
Löpning,2025-02-27 19:37:09,false,"Kungälv - Intervaller 5x3min","11.07","819","00:53:55","135","162","4.0","160","236","4:52","3:08","83","65","1.27","--","--","--","--","0.0","8,598","9.0","Nej","00:02:00","16","29.0","--","--","--","00:53:15","00:53:55","17","49"
Löpning,2025-02-27 12:06:35,false,"Kungälv - Bas","5.76","449","00:30:15","142","158","3.0","155","167","5:15","4:15","34","44","1.23","--","--","--","--","0.0","4,718","10.0","Nej","00:03:58.8","6","28.0","--","--","--","00:29:27","00:30:15","15","41"
Löpning,2025-02-26 18:07:13,false,"Kungälv Löpning","13.51","1,035","01:15:20","130","167","3.9","148","167","5:34","3:58","84","83","1.22","--","--","--","--","0.0","11,232","11.0","Nej","00:03:11.9","14","30.0","--","--","--","01:10:33","01:15:20","4","47"
Löpning,2025-02-25 17:20:53,false,"Kungälv Löpning","11.81","879","01:03:42","120","163","3.8","147","185","5:24","3:07","79","125","1.25","--","--","--","--","0.0","9,400","9.0","Nej","00:00:09.2","24","29.0","--","--","--","00:59:47","01:03:42","18","46"
Löpband,2025-02-24 17:49:54,false,"Tröskel 3 x 8 min","9.87","662","00:54:50","129","156","3.2","141","173","5:34","3:25","--","--","1.26","--","--","--","--","0.0","7,646","25.0","Nej","00:03:00","13","32.0","--","--","--","00:49:17","00:54:50","--","--"
Löpning,2025-02-24 11:31:03,false,"Kungälv Löpning","5.80","425","00:30:04","130","146","2.9","159","197","5:11","4:12","39","121","1.21","--","--","--","--","0.0","4,782","15.0","Nej","00:04:06.5","6","27.0","--","--","--","00:29:51","00:31:00","7","42"
Löpning,2025-02-21 12:03:19,false,"Kungälv Löpning","6.56","507","00:35:03","131","150","3.0","157","169","5:21","4:39","68","164","1.19","--","--","--","--","0.0","5,500","11.0","Nej","00:02:54.4","7","27.0","--","--","--","00:34:55","00:35:03","10","49"
Löpning,2025-02-19 18:17:52,false,"Kungälv - 60 min löppning","13.94","1,043","01:11:46","131","170","3.9","160","174","5:09","3:30","88","55","1.21","--","--","--","--","0.0","11,462","6.0","Nej","00:02:00","16","15.0","--","--","--","01:11:30","01:11:46","2","41"
Löpning,2025-02-19 18:02:03,false,"Kungälv Löpning","1.79","121","00:08:44.5","120","135","1.9","163","174","4:54","4:24","6","31","1.26","--","--","--","--","0.0","1,416","16.0","Nej","00:03:51.0","2","27.0","--","--","--","00:08:43.0","00:08:44.5","22","52"
Löpning,2025-02-18 17:24:27,false,"Kungälv Löpning","9.17","837","00:55:18","155","186","4.3","137","181","6:02","3:31","59","45","1.19","--","--","--","--","0.0","7,688","6.0","Nej","00:00:47.1","12","27.0","--","--","--","00:47:53","00:55:18","24","49"
Löpning,2025-02-18 12:04:59,false,"Kungälv - Bas","5.96","462","00:31:26","133","147","3.1","160","188","5:16","4:29","58","79","1.19","--","--","--","--","0.0","5,012","11.0","Nej","00:04:56.2","6","28.0","--","--","--","00:31:24","00:31:26","15","53"
Löpning,2025-02-08 16:29:58,false,"Kungälv Löpning","24.43","1,793","01:59:57","137","167","5.0","161","200","4:55","3:44","239","206","1.26","--","--","--","--","0.0","19,284","8.0","Nej","00:02:42.1","25","27.0","--","--","--","01:59:14","01:59:57","-0","95"
Löpning,2025-02-06 12:01:05,false,"Kungälv - Bas","5.95","426","00:31:11","124","142","2.5","158","169","5:14","4:24","50","53","1.21","--","--","--","--","0.0","4,942","13.0","Nej","00:04:46.5","6","28.0","--","--","--","00:31:04","00:31:11","-27","6"
Löpning,2025-02-05 18:07:31,false,"Kungälv Löpning","15.19","1,153","01:37:40","118","166","3.3","137","187","6:26","3:20","360","287","1.12","--","--","--","--","0.0","13,708","10.0","Nej","00:00:21.8","26","29.0","--","--","--","01:27:17","01:37:40","3","71"
Löpning,2025-02-04 17:17:21,false,"Kungälv - Intervaller 15x400m","14.81","1,148","01:23:41","128","171","3.9","146","237","5:39","3:11","153","112","1.21","--","--","--","--","0.0","12,416","11.0","Nej","00:00:45.4","40","28.0","--","--","--","01:16:39","01:23:41","15","43"
Löpning,2025-02-03 19:38:18,false,"Kungälv - Tröskel 3 x 8 min","9.74","701","00:47:10","135","156","3.5","161","172","4:50","3:40","133","74","1.28","--","--","--","--","0.0","7,592","11.0","Nej","00:03:00","12","27.0","--","--","--","00:46:50","00:47:10","21","65"
Löpning,2025-01-31 12:02:29,false,"Kungälv Löpning","5.75","392","00:30:16","118","137","2.3","157","188","5:16","4:27","180","35","1.21","--","--","--","--","0.0","4,764","9.0","Nej","00:03:54.9","6","28.0","--","--","--","00:29:32","00:30:16","15","44"
Löpning,2025-01-30 12:03:20,false,"Kungälv Löpning","5.74","401","00:29:32","124","141","2.5","160","166","5:09","4:03","30","36","1.21","--","--","--","--","0.0","4,714","13.0","Nej","00:03:53.1","6","28.0","--","--","--","00:29:31","00:29:32","-11","18"
Löpning,2025-01-29 18:17:02,false,"Kungälv - Musses intervall","10.37","784","00:58:27","127","164","3.4","134","192","5:38","3:02","76","74","1.27","--","--","--","--","0.0","8,020","9.0","Nej","00:01:00","25","28.0","--","--","--","00:51:30","00:58:27","5","41"
Löpning,2025-01-28 17:19:51,false,"Kungälv Löpning","12.20","930","01:11:00","130","172","3.8","130","181","5:49","3:16","72","72","1.32","--","--","--","--","0.0","9,516","14.0","Nej","00:00:17.0","21","30.0","--","--","--","00:57:55","01:11:00","6","42"
Löpning,2025-01-28 12:01:56,false,"Kungälv - Bas","5.99","437","00:32:46","123","139","2.5","159","180","5:28","4:33","135","58","1.15","--","--","--","--","0.0","5,212","15.0","Nej","00:05:18.5","6","28.0","--","--","--","00:32:39","00:32:46","12","45"
Löpband,2025-01-27 18:15:47,false,"Löpband","8.67","571","00:51:37","124","171","3.1","133","180","5:57","3:53","--","--","1.26","--","--","--","--","0.0","6,836","24.0","Nej","00:04:17.2","10","29.0","--","--","--","00:42:39","00:51:40","--","--"
Löpning,2025-01-25 09:04:42,false,"Kungälv Löpning","22.40","1,645","01:55:08","138","177","5.0","156","173","5:08","3:46","204","204","1.23","--","--","--","--","0.0","18,034","11.0","Nej","00:04:04.3","23","29.0","--","--","--","01:51:09","01:55:08","-5","65"
Löpning,2025-01-22 17:55:47,false,"Kungälv Löpning","7.96","598","00:39:39","140","174","3.6","160","179","4:59","3:26","156","177","1.25","--","--","--","--","0.0","6,322","11.0","Nej","00:00:58.5","23","28.0","--","--","--","00:39:15","00:39:39","20","48"
Löpning,2025-01-21 17:23:18,false,"Kungälv Löpning","12.76","1,026","01:10:50","136","165","4.3","141","179","5:33","3:12","60","168","1.23","--","--","--","--","0.0","10,298","10.0","Nej","00:02:47.6","18","25.0","--","--","--","01:01:50","01:10:50","21","44"
Löpning,2025-01-18 08:49:04,false,"Kungälv Löpning","21.48","1,605","01:58:04","130","172","4.5","154","172","5:30","3:43","202","191","1.18","--","--","--","--","0.0","18,146","13.0","Nej","00:02:48.0","22","29.0","--","--","--","01:52:42","01:58:04","6","52"
Löpning,2025-01-17 12:07:23,false,"Kungälv - Bas","5.77","417","00:28:07","133","154","3.0","160","178","4:53","4:07","36","35","1.28","--","--","--","--","0.0","4,520","14.0","Nej","00:04:22.2","6","28.0","--","--","--","00:27:45","00:28:07","11","43"
Löpning,2025-01-15 17:44:07,false,"Kungälv - Tröskel 10+10","13.07","978","01:03:16","146","171","4.1","161","173","4:50","3:42","135","109","1.28","--","--","--","--","0.0","10,142","12.0","Nej","00:01:05.9","16","28.0","--","--","--","01:03:06","01:03:16","2","43"
Löpning,2025-01-14 17:22:35,false,"Kungälv Löpning","10.28","805","01:04:09","126","173","3.4","119","240","6:15","2:45","47","42","1.53","--","--","--","--","0.0","8,234","11.0","Nej","00:00:14.4","37","27.0","--","--","--","00:54:57","01:04:09","18","44"
Löpning,2025-01-13 18:07:01,false,"Kungälv Löpning","15.35","1,221","01:21:51","146","180","4.6","147","179","5:20","3:20","147","184","1.25","--","--","--","--","0.0","12,138","10.0","Nej","00:01:00.7","19","28.0","--","--","--","01:14:56","01:21:54","11","48"
Löpning,2025-01-11 07:59:56,false,"Kungälv Löpning","23.19","1,784","01:56:43","147","184","5.0","160","175","5:02","3:52","189","181","1.24","--","--","--","--","0.0","18,674","7.0","Nej","00:01:04.3","24","29.0","--","--","--","01:55:35","01:56:43","-5","49"
Löpning,2025-01-08 18:01:31,false,"Kungälv - Musses intervall","11.63","924","01:14:28","125","158","3.6","121","192","6:24","3:08","150","91","1.22","--","--","--","--","0.0","9,206","8.0","Nej","00:00:21.3","25","28.0","--","--","--","00:56:18","01:14:28","2","42"
Löpning,2025-01-07 17:20:19,false,"Kungälv Löpning","13.27","1,089","01:21:29","128","174","3.9","127","237","6:08","3:11","292","248","1.22","--","--","--","--","0.0","10,688","10.0","Nej","00:00:27.0","36","27.0","--","--","--","01:08:21","01:21:29","14","49"
Löpning,2025-01-07 12:01:35,false,"Kungälv - Bas","5.72","433","00:29:01","138","154","3.1","159","168","5:05","4:22","66","84","1.24","--","--","--","--","0.0","4,656","11.0","Nej","00:03:51.7","6","27.0","--","--","--","00:28:35","00:29:01","10","49"
Löpning,2025-01-06 16:13:37,false,"Kungälv Löpning","11.24","873","00:58:12","142","159","3.7","156","169","5:11","4:17","104","117","1.23","--","--","--","--","0.0","9,126","12.0","Nej","00:02:35.5","12","28.0","--","--","--","00:56:14","00:58:12","10","88"
Löpning,2024-12-25 16:24:37,false,"Kungälv Löpning","10.47","803","00:52:34","142","154","3.6","161","202","5:01","4:15","193","73","1.23","--","--","--","--","0.0","8,470","16.0","Nej","00:02:41.7","11","29.0","--","--","--","00:52:26","00:52:34","5","42"
Löpning,2024-12-24 10:52:02,false,"Kungälv Löpning","14.02","1,005","01:11:49","134","171","4.2","142","250","5:07","3:29","131","31","1.31","--","--","--","--","0.0","10,300","10.0","Nej","00:00:51.9","23","28.0","--","--","--","01:01:37","01:11:49","-100","12"
Löpning,2024-12-23 16:21:33,false,"Kungälv - Bas","11.10","804","00:53:32","134","147","3.6","165","174","4:49","4:02","91","100","1.26","--","--","--","--","0.0","8,820","9.0","Nej","00:00:51.9","12","27.0","--","--","--","00:53:14","00:53:32","13","92"
Löpning,2024-12-21 08:41:57,false,"Kungälv Löpning","26.18","2,573","02:55:53","157","182","5.0","141","246","6:43","1:55","505","509","1.06","--","--","--","--","0.0","25,202","13.0","Nej","00:02:17.9","27","31.0","--","--","--","02:40:18","02:56:36","-102","10"
Löpband,2024-12-20 12:23:12,false,"Bas","8.05","512","00:39:03","129","140","2.6","162","173","4:51","4:10","--","--","1.28","--","--","--","--","0.0","6,272","26.0","Nej","00:00:02.9","10","29.0","--","--","--","00:38:50","00:42:42","--","--"
Löpning,2024-12-18 18:04:18,false,"Kungälv Löpning","13.69","1,038","01:20:18","118","167","3.7","146","187","5:52","3:33","250","426","1.16","--","--","--","--","0.0","11,778","12.0","Nej","00:00:23.9","21","29.0","--","--","--","01:16:28","01:20:18","4","67"
Löpning,2024-12-17 17:08:29,false,"Kungälv Löpning","15.06","1,127","01:25:02","127","169","4.2","135","225","5:39","3:13","73","68","1.30","--","--","--","--","0.0","12,120","12.0","Nej","00:01:01.5","16","26.0","--","--","--","01:16:42","01:25:02","18","47"
Löpning,2024-12-16 18:04:34,false,"Kungälv Löpning","13.72","1,036","01:16:21","132","170","4.2","146","214","5:34","3:37","138","140","1.21","--","--","--","--","0.0","11,240","14.0","Nej","00:01:11.0","15","26.0","--","--","--","01:10:55","01:16:21","-6","41"
Löpning,2024-12-12 12:02:49,false,"Kungälv - Återhämtning","5.96","450","00:32:27","130","151","2.8","158","167","5:26","4:27","64","66","1.16","--","--","--","--","0.0","5,152","10.0","Nej","00:01:01.4","7","28.0","--","--","--","00:32:13","00:33:05","15","56"
Löpning,2024-12-11 18:04:47,false,"Kungälv Löpning","15.34","1,166","01:24:05","133","174","4.3","154","178","5:29","3:33","101","99","1.18","--","--","--","--","0.0","12,966","9.0","Nej","00:00:07.0","11","28.0","--","--","--","01:20:22","01:24:05","-7","34"
Löpning,2024-12-10 17:18:26,false,"Kungälv Löpning","9.91","727","00:58:43","118","180","3.5","132","188","5:55","3:10","55","100","1.27","--","--","--","--","0.0","8,138","8.0","Nej","00:05:15.2","8","26.0","--","--","--","00:49:27","00:58:43","14","43"
Löpning,2024-12-09 16:41:19,false,"Kungälv - Tröskel 3 x 8 min","9.73","731","00:50:12","137","164","3.6","150","172","5:10","3:39","136","80","1.28","--","--","--","--","0.0","7,622","9.0","Nej","00:02:09.6","13","28.0","--","--","--","00:47:10","00:51:38","8","47"
Löpning,2024-12-08 15:47:23,false,"Kungälv - Bas","15.16","1,140","01:17:05","133","159","4.0","159","208","5:05","4:02","122","121","1.24","--","--","--","--","0.0","12,254","10.0","Nej","00:02:51.4","16","27.0","--","--","--","01:16:08","01:18:56","66","104"
Löpning,2024-12-03 12:02:55,false,"Kungälv - Bas","5.98","456","00:29:33","141","155","3.2","159","188","4:56","4:13","56","113","1.27","--","--","--","--","0.0","4,742","11.0","Nej","00:04:39.9","6","27.0","--","--","--","00:28:58","00:29:33","12","50"
Löpning,2024-12-02 18:01:35,false,"Kungälv Löpning","14.86","1,142","01:25:39","131","173","4.1","143","177","5:46","3:50","140","140","1.19","--","--","--","--","0.0","12,446","14.0","Nej","00:01:01.0","18","29.0","--","--","--","01:18:49","01:25:39","181","216"
Löpning,2024-11-23 10:05:07,false,"Kungälv Löpning","24.05","1,755","01:42:22","154","169","5.0","171","180","4:15","3:32","81","86","1.37","--","--","--","--","0.0","17,424","12.0","Nej","00:00:13.7","25","19.0","--","--","--","01:42:13","01:42:22","5","23"
Löpning,2024-11-23 09:39:45,false,"Kungälv Löpning","2.71","228","00:15:49","--","--","0.5","145","182","5:50","4:42","89","14","1.17","--","--","--","--","0.0","2,406","10.0","Nej","00:04:59.1","3","26.0","--","--","--","00:14:46","00:15:49","13","34"
Löpning,2024-11-20 18:03:13,false,"Kungälv Löpning","8.00","610","00:48:24","110","137","2.8","151","179","6:03","4:34","52","94","1.10","--","--","--","--","0.0","7,308","4.0","Nej","00:00:01.8","9","23.0","--","--","--","00:44:43","00:48:24","15","42"
Löpning,2024-11-18 18:15:48,false,"Kungälv Löpning","8.93","741","01:09:42","108","165","3.3","104","214","7:48","3:42","99","104","1.17","--","--","--","--","0.0","7,426","7.0","Nej","00:03:24.9","13","23.0","--","--","--","00:44:49","01:09:42","45","75"
Löpning,2024-11-16 09:02:05,false,"Kungälv Löpning","19.17","1,415","02:00:19","115","159","3.2","151","171","6:17","4:48","290","291","1.05","--","--","--","--","0.0","18,346","15.0","Nej","00:01:13.7","20","21.0","--","--","--","01:57:04","02:00:19","1","86"
Löpning,2024-11-13 18:03:06,false,"Kungälv - Musses intervall","11.28","867","01:10:46","122","171","3.6","128","194","6:17","3:03","81","111","1.19","--","--","--","--","0.0","9,238","14.0","Nej","00:01:00","26","30.0","--","--","--","00:59:13","01:10:46","10","45"
Löpning,2024-11-12 17:21:53,false,"Kungälv Löpning","10.12","783","01:01:31","124","166","3.6","129","190","6:05","3:08","69","54","1.23","--","--","--","--","0.0","7,930","10.0","Nej","00:00:29.3","40","28.0","--","--","--","00:49:48","01:01:31","-34","-4"
Löpning,2024-11-11 18:02:05,false,"Kungälv Löpning","17.75","1,331","01:30:56","135","168","4.6","153","179","5:07","3:33","184","159","1.25","--","--","--","--","0.0","14,012","10.0","Nej","00:01:00.8","12","28.0","--","--","--","01:25:04","01:30:56","3","42"
Löpning,2024-11-09 08:31:53,false,"Kungälv Löpning","30.01","2,274","03:03:24","118","155","4.2","149","225","6:07","4:38","215","207","1.10","--","--","--","--","0.0","27,464","12.0","Nej","00:00:02.4","31","30.0","--","--","--","02:50:57","03:03:24","-27","22"
Löpning,2024-11-07 19:41:08,false,"Kungälv - Återhämtning","6.40","459","00:33:05","123","140","2.4","161","169","5:10","4:11","73","52","1.20","--","--","--","--","0.0","5,350","12.0","Nej","00:02:46.4","7","30.0","--","--","--","00:32:46","00:57:21","-86","-37"
Löpning,2024-11-06 18:18:31,false,"Kungälv Löpning","8.28","672","00:56:04","129","170","3.0","144","191","6:46","3:42","232","229","1.01","--","--","--","--","0.0","8,158","13.0","Nej","00:00:22.2","23","24.0","--","--","--","00:53:31","00:56:04","35","69"
Löpning,2024-11-06 12:03:52,false,"Kungälv - Bas","5.96","437","00:28:49","135","146","3.1","164","172","4:50","3:54","123","69","1.26","--","--","--","--","0.0","4,702","14.0","Nej","00:04:25.7","6","28.0","--","--","--","00:28:49","00:28:49","3","49"
